area_type,availability,location,society,total_sqft,bath,balcony,price,bhk
Super built-up  Area,18-May,Electronic City Phase II,Sryalan,1220.0,2.0,1.0,35.23,3
Super built-up  Area,Ready To Move,Hoysalanagar,RKntsrt,850.0,2.0,1.0,30.0,2
Super built-up  Area,Ready To Move,Defence Colony,Vantspa,1150.0,2.0,2.0,126.0,2
Super built-up  Area,18-Dec,Hebbal,Mahosya,1760.0,2.0,2.0,130.0,3
Super built-up  Area,Ready To Move,Amruthahalli,Prowsi ,900.0,2.0,1.0,40.0,2
Super built-up  Area,18-May,Whitefield,SMuilan,1130.0,2.0,1.0,42.16,2
Super built-up  Area,Ready To Move,Koramangala,Proodt ,1320.0,2.0,1.0,165.0,2
Built-up  Area,Ready To Move,Patelappa Layout,Sryamar,1200.0,2.0,1.0,62.0,2
Super built-up  Area,Ready To Move,Subramanyapura,Prldsri,929.0,2.0,0.0,50.17,2
Built-up  Area,Ready To Move,RMV 2nd Stage,LiaveEn,1150.0,4.0,2.0,260.0,4
Plot  Area,Ready To Move,3rd Block Hrbr Layout,Bemesrm,1200.0,5.0,2.0,190.0,5
Super built-up  Area,Ready To Move,Hebbal Kempapura,Vrensn ,1130.0,2.0,2.0,60.0,2
Super built-up  Area,Ready To Move,Surabhi Layout,VDdonel,1753.0,3.0,2.0,120.0,3
Super built-up  Area,Ready To Move,Old Madras Road,Brica E,4500.0,7.0,3.0,337.0,5
Super built-up  Area,22-Jun,Hoodi,GoAirej,1196.0,2.0,2.0,94.42,2
Built-up  Area,Ready To Move,5th Phase JP Nagar,Prenty ,1150.0,3.0,3.0,52.5,2
Super built-up  Area,18-Apr,Electronic City,Prarkun,1128.0,2.0,1.0,63.0,2
Super built-up  Area,Ready To Move,Omkar Nagar,Shinei ,1000.0,2.0,1.0,53.0,2
Super built-up  Area,Ready To Move,Yelahanka,Apows M,1035.0,2.0,1.0,45.0,2
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,1075.0,2.0,1.0,36.0,3
Super built-up  Area,Ready To Move,Whitefield,SVineun,1040.0,2.0,1.0,48.5,2
Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,1511.0,3.0,1.0,95.0,3
Super built-up  Area,19-Dec,Hoodi,Caycend,1545.0,3.0,1.0,68.75,3
Super built-up  Area,Ready To Move,JP Nagar,DSvvyx ,1000.0,2.0,1.0,35.0,2
Super built-up  Area,17-May,Kambipura,Prrtht ,883.0,2.0,1.0,45.0,2
Super built-up  Area,19-Apr,Sarjapur  Road,Brareio,1195.0,2.0,1.0,70.0,2
Super built-up  Area,Ready To Move,Vittasandra,Prlla C,1246.0,2.0,1.0,67.0,2
Super built-up  Area,18-Dec,Haralur Road,SNnia E,2805.0,5.0,3.0,154.0,4
Super built-up  Area,Ready To Move,VHBCS Layout,OlarkLa,1353.0,2.0,2.0,110.0,2
Super built-up  Area,18-Apr,Electronic City,Prarkun,1599.0,3.0,2.0,125.0,3
Super built-up  Area,Ready To Move,Whitefield,SuMTBPr,1150.0,2.0,1.0,70.0,2
Super built-up  Area,17-Dec,Jakkur,Lecco C,5230.0,6.0,1.0,465.0,4
Super built-up  Area,Ready To Move,KR Puram,Jahidva,1155.0,2.0,2.0,42.74,2
Built-up  Area,Ready To Move,Rajiv Nagar,PuoodSk,1867.0,3.0,1.0,160.0,3
Super built-up  Area,18-Jun,Ramagondanahalli,ViistLa,1251.0,2.0,1.0,47.0,2
Super built-up  Area,18-Apr,Gattahalli,Arano M,1028.0,2.0,1.0,45.5,2
Super built-up  Area,Ready To Move,Arekere,Amngsag,1222.0,2.0,2.0,45.0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1170.0,2.0,1.0,66.0,3
Super built-up  Area,Ready To Move,Hebbal,Kacesh ,2400.0,4.0,1.0,245.0,3
Super built-up  Area,Ready To Move,HSR Layout,SrisePo,1372.0,2.0,1.0,68.0,2
Super built-up  Area,Ready To Move,Magadi Road,Bilya A,1282.0,2.0,2.0,49.0,3
Super built-up  Area,Ready To Move,Mico Layout,Amsomun,5000.0,9.0,3.0,210.0,9
Super built-up  Area,Ready To Move,Kanakpura Road,Shdhia ,1135.0,2.0,1.0,39.73,2
Built-up  Area,Ready To Move,Byatarayanapura,Foconna,1325.0,2.0,1.0,90.0,3
Super built-up  Area,18-Apr,Electronic City,Prarkun,1599.0,3.0,2.0,99.0,3
Super built-up  Area,18-Sep,Hennur Road,Shxorm ,1317.0,2.0,0.0,63.77,2
Super built-up  Area,Ready To Move,Hebbal,Brium C,3450.0,5.0,2.0,260.0,3
Super built-up  Area,18-Apr,Munnekollal,Sadhii ,1102.0,2.0,2.0,53.67,2
Super built-up  Area,Ready To Move,Yelahanka,Sahanra,1350.0,2.0,2.0,54.0,2
Super built-up  Area,21-Dec,Kanakpura Road,PrarePa,525.0,1.0,1.0,27.25,1
Built-up  Area,Ready To Move,Attibele,Jae 2hu,656.0,2.0,1.0,25.0,2
Super built-up  Area,Ready To Move,3rd Block Hrbr Layout,Icncy R,1056.0,2.0,1.0,80.0,2
Super built-up  Area,21-Feb,Bannerghatta Road,Hiatei ,595.0,1.0,1.0,33.32,1
Super built-up  Area,19-Dec,7th Phase JP Nagar,Puarero,2225.0,3.0,1.0,160.0,3
Super built-up  Area,18-Aug,Bommasandra,DSoodil,1126.0,2.0,1.0,28.15,2
Super built-up  Area,Ready To Move,Electronics City Phase 1,GaicaVe,1490.0,3.0,1.0,84.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,PuineSu,1550.0,3.0,3.0,100.0,3
Built-up  Area,Ready To Move,Whitefield,PrOakSi,4144.0,4.0,3.0,315.0,4
Super built-up  Area,Ready To Move,Sarjapur  Road,Supleon,2100.0,3.0,2.0,125.0,3
Super built-up  Area,Ready To Move,Vittasandra,Prlla C,1404.0,2.0,1.0,69.3,2
Plot  Area,Ready To Move,Sarjapur  Road,LGestbo,2230.0,4.0,3.0,225.0,4
Super built-up  Area,18-May,Banashankari Stage III,Pridsi ,1305.0,2.0,1.0,58.7,3
Super built-up  Area,Ready To Move,Marathahalli,Aahts H,1230.0,2.0,2.0,80.0,2
Super built-up  Area,19-Dec,Hormavu,Kolisl ,715.0,1.0,2.0,46.0,1
Super built-up  Area,Ready To Move,Whitefield,Toindls,2500.0,3.0,2.0,313.0,3
Super built-up  Area,Ready To Move,Dooravani Nagar,Puceswn,1578.0,3.0,1.0,180.0,3
Super built-up  Area,Ready To Move,Jigani,i1odsne,1020.0,2.0,1.0,40.0,2
Super built-up  Area,Ready To Move,Koramangala,Ansna K,1253.0,2.0,1.0,102.0,2
Super built-up  Area,Ready To Move,JCR Layout,ARnamru,1180.0,2.0,2.0,42.0,2
Super built-up  Area,Ready To Move,Nehru Nagar,Veyalin,961.0,2.0,2.0,38.0,2
Super built-up  Area,Ready To Move,Harlur,SomonCi,1709.0,3.0,2.0,150.0,3
Super built-up  Area,Ready To Move,Sneha Colony,Daill S,1260.0,2.0,2.0,45.0,2
Built-up  Area,Ready To Move,RMV Extension,DSureSi,1630.0,3.0,2.0,85.0,3
Super built-up  Area,19-May,Sarjapur  Road,Soini T,1249.0,3.0,2.0,44.71,3
Super built-up  Area,Ready To Move,Kalena Agrahara,MancyRe,1450.0,2.0,3.0,85.0,3
Super built-up  Area,17-Nov,Konanakunte,Prasa W,2791.0,3.0,1.0,223.0,3
Built-up  Area,Ready To Move,Ashwini layout,Kaantth,834.0,1.0,1.0,60.0,1
Built-up  Area,Ready To Move,Gottigere,Drente ,891.0,2.0,1.0,25.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1133.0,2.0,1.0,49.07,2
Built-up  Area,Ready To Move,Bisuvanahalli,Prityel,1075.0,2.0,1.0,37.0,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,SGandea,1090.0,2.0,1.0,42.0,2
Super built-up  Area,18-Dec,Hebbal,Mahosya,1920.0,3.0,2.0,134.0,3
Built-up  Area,Ready To Move,HRBR Layout,Eline P,1374.0,2.0,2.0,95.0,2
Super built-up  Area,19-Dec,Kanakapura,GoityEt,711.0,1.0,1.0,36.0,1
Super built-up  Area,Ready To Move,Tumkur Road,SosonGa,1500.0,3.0,3.0,95.0,3
Super built-up  Area,Ready To Move,Whitefield,Gotis A,1720.0,3.0,3.0,100.0,3
Super built-up  Area,Ready To Move,Mysore Road,PrntaEn,1200.0,2.0,1.0,85.0,2
Carpet  Area,18-Jul,Hosahalli,NSezeBr,1375.0,3.0,2.0,70.0,3
Super built-up  Area,Ready To Move,Jalahalli,Tahtsla,2250.0,3.0,2.0,160.0,3
Super built-up  Area,Ready To Move,Bellandur,Sronda ,1000.0,2.0,2.0,50.0,2
Super built-up  Area,Ready To Move,Jalahalli West,Prntsax,469.0,1.0,0.0,25.0,1
Super built-up  Area,Ready To Move,Marathahalli,PueraRi,3800.0,4.0,3.0,250.0,4
Super built-up  Area,Ready To Move,Kambipura,Prrtht ,883.0,2.0,1.0,29.0,2
Super built-up  Area,Ready To Move,GM Palaya,Chnts A,1820.0,2.0,3.0,86.0,3
Built-up  Area,Ready To Move,Malleshwaram,GaityEt,2500.0,5.0,2.0,325.0,4
Super built-up  Area,Ready To Move,Jalahalli East,ShshaSa,750.0,1.0,2.0,40.0,1
Super built-up  Area,Ready To Move,Hosakerehalli,Taonte ,2378.0,3.0,1.0,262.0,3
Super built-up  Area,Ready To Move,Sarjapur,Ahownve,1128.0,2.0,1.0,60.0,2
Super built-up  Area,Ready To Move,Hebbal,Cevely ,1500.0,3.0,1.0,150.0,3
Super built-up  Area,20-Oct,Kanakpura Road,PrarePa,1100.0,2.0,1.0,58.0,3
Super built-up  Area,Ready To Move,Bommasandra,Vaodspe,1200.0,3.0,2.0,46.0,3
Super built-up  Area,Ready To Move,Nagondanahalli,DSldsen,1641.0,3.0,2.0,66.0,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,NaonySy,1260.0,2.0,1.0,67.39,2
Super built-up  Area,Ready To Move,Yelahanka,Rarthne,1132.0,2.0,0.0,48.13,2
Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,1210.0,2.0,1.0,45.98,2
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,1075.0,2.0,1.0,45.0,3
Built-up  Area,Ready To Move,Thanisandra,Soitya ,1702.0,3.0,2.0,130.0,3
Super built-up  Area,Ready To Move,Shanthala Nagar,Malex C,1630.0,2.0,2.0,200.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1141.0,2.0,2.0,38.55,2
Built-up  Area,18-Mar,Bettahalsoor,Toainnt,4046.0,4.0,0.0,445.0,4
Built-up  Area,Ready To Move,Yelahanka,Edreelm,35000.0,3.0,3.0,130.0,3
Super built-up  Area,Ready To Move,Ambedkar Colony,RMcesa ,1875.0,3.0,2.0,165.0,3
Plot  Area,Ready To Move,Brookefield,Krreera,1200.0,3.0,2.0,140.0,3
Super built-up  Area,Ready To Move,Whitefield,PaantPl,1140.0,2.0,1.0,56.0,2
Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,1683.0,3.0,1.0,109.0,3
Super built-up  Area,19-Dec,Hoodi,Caycend,2118.0,4.0,2.0,111.0,4
Built-up  Area,Ready To Move,Avalahalli,Sohea A,2300.0,3.0,3.0,120.0,3
Super built-up  Area,Ready To Move,Prakruthi Nagar,MSvelek,1240.0,2.0,2.0,60.0,2
Super built-up  Area,Ready To Move,Surabhi Layout,VDdonel,1750.0,3.0,1.0,120.0,3
Super built-up  Area,Ready To Move,Abbigere,SLtias ,985.0,2.0,1.0,40.39,2
Plot  Area,Ready To Move,Tindlu,Hentye ,1500.0,2.0,1.0,87.0,3
Built-up  Area,Ready To Move,Maruthi Sevanagar,SMikaay,950.0,2.0,1.0,44.0,2
Built-up  Area,18-Jul,Electronic City Phase II,Sryalan,1090.0,2.0,1.0,28.34,2
Super built-up  Area,18-Apr,Kammasandra,Prony S,810.0,2.0,2.0,24.5,2
Super built-up  Area,Ready To Move,Green Garden Layout,PaisePa,1045.0,2.0,0.0,45.0,2
Super built-up  Area,18-Sep,Hebbal,Arcia S,1337.0,2.0,1.0,82.0,2
Super built-up  Area,Ready To Move,Koramangala,TealeRo,1580.0,3.0,2.0,160.0,3
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1500.0,2.0,3.0,54.0,3
Super built-up  Area,18-Sep,Whitefield,Umods W,1640.0,4.0,2.0,91.0,3
Super built-up  Area,Ready To Move,Silver Springs Layout,SSarlPe,1570.0,3.0,2.0,62.0,3
Super built-up  Area,Ready To Move,Gubbalala,MauilTr,1470.0,2.0,2.0,82.0,3
Built-up  Area,Ready To Move,7th Phase JP Nagar,Brnia G,1050.0,2.0,1.0,71.0,2
Super built-up  Area,20-Jun,Dairy Circle,Soeurri,1855.0,3.0,1.0,225.0,3
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1460.0,2.0,1.0,90.0,3
Super built-up  Area,Ready To Move,Electronic City,Daives ,1094.0,2.0,2.0,42.0,2
Super built-up  Area,Ready To Move,Budigere,PrityTr,1153.0,2.0,2.0,57.0,2
Built-up  Area,Ready To Move,Hoysalanagar,PNncysi,1325.0,3.0,1.0,57.0,3
Built-up  Area,Ready To Move,Jakkur,Socon Z,1590.0,2.0,2.0,125.0,3
Super built-up  Area,Ready To Move,Narayana Nagar 1st Block,Krite D,1202.0,2.0,1.0,48.0,2
Super built-up  Area,Ready To Move,KSRTC Layout,Srisei ,1200.0,2.0,3.0,62.5,2
Super built-up  Area,18-Feb,Panathur,Prcesvy,1688.0,3.0,1.0,118.0,3
Built-up  Area,Ready To Move,Kaval Byrasandra,Soestrn,1020.0,2.0,1.0,52.0,2
Super built-up  Area,Ready To Move,Sarjapur,Coa 3t ,1185.0,2.0,2.0,47.0,2
Super built-up  Area,17-Oct,Ramagondanahalli,ViistLa,1235.0,2.0,1.0,52.04,2
Super built-up  Area,Ready To Move,Hosakerehalli,Taonte ,3205.0,5.0,1.0,500.0,4
Super built-up  Area,Ready To Move,Kengeri Satellite Town,MB-laan,1415.0,2.0,3.0,66.0,3
Super built-up  Area,18-Apr,EPIP Zone,BrontLa,2330.0,3.0,2.0,162.0,3
Super built-up  Area,Ready To Move,Whitefield,JahanSa,805.0,2.0,2.0,35.0,2
Super built-up  Area,Ready To Move,Whitefield,DNlleks,1155.0,2.0,3.0,59.95,2
Built-up  Area,Ready To Move,New Gurappana Palya,Alncy R,1100.0,2.0,0.0,48.0,2
Super built-up  Area,Ready To Move,Ambedkar Colony,RMcesa ,1468.0,2.0,1.0,140.0,2
Plot  Area,Ready To Move,Palanahalli,RMaanSa,4300.0,5.0,2.0,550.0,4
Super built-up  Area,18-Dec,Whitefield,Prtates,2280.0,4.0,2.0,126.0,3
Super built-up  Area,Ready To Move,Hegde Nagar,Soiniy ,1341.0,2.0,1.0,97.0,2
Super built-up  Area,18-Dec,Electronic City Phase II,SNbay G,2225.0,4.0,0.0,98.88,4
Super built-up  Area,Ready To Move,Thanisandra,MenueNo,1185.0,2.0,2.0,43.51,2
Super built-up  Area,Ready To Move,Vadarpalya,VMianri,1750.0,3.0,2.0,85.0,3
Super built-up  Area,Ready To Move,Kudlu,GKityel,1152.0,2.0,1.0,53.5,2
Super built-up  Area,Ready To Move,Hulimavu,Jaise P,1300.0,2.0,3.0,36.0,2
Super built-up  Area,Ready To Move,Uttarahalli,Siayayo,1101.0,2.0,0.0,45.0,2
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,667.0,1.0,1.0,36.85,1
Super built-up  Area,Ready To Move,Electronic City,GMown E,1070.0,2.0,1.0,55.0,2
Built-up  Area,Ready To Move,Old Airport Road,Trnce A,1875.0,2.0,2.0,110.0,3
Super built-up  Area,Ready To Move,Kundalahalli,Dieldli,735.0,2.0,1.0,57.99,2
Super built-up  Area,Ready To Move,Marathahalli,PuilaMi,1215.0,2.0,1.0,67.0,2
Super built-up  Area,Ready To Move,Vishwapriya Layout,Prodsth,820.0,2.0,1.0,30.0,2
Super built-up  Area,20-Dec,Banashankari Stage VI,Brens7 ,1177.0,2.0,0.0,59.935,2
Super built-up  Area,Ready To Move,Battarahalli,PaontWa,1779.0,3.0,2.0,89.61,3
Built-up  Area,Ready To Move,HMT Layout,HMRWAyo,1105.0,2.0,2.0,58.0,2
Super built-up  Area,Ready To Move,Whitefield,UKkente,1650.0,3.0,2.0,60.0,3
Super built-up  Area,Ready To Move,Jalahalli,Tahtsla,1694.0,2.0,2.0,150.0,2
Super built-up  Area,Ready To Move,Hosakerehalli,Taonte ,2376.0,3.0,1.0,203.0,3
Super built-up  Area,Ready To Move,Kammasandra,Icingpy,674.0,2.0,1.0,33.0,2
Super built-up  Area,Ready To Move,Kaggadasapura,SLireap,1185.0,2.0,1.0,41.0,2
Super built-up  Area,Ready To Move, Thanisandra,Bhmesy ,445.0,1.0,0.0,28.0,1
Super built-up  Area,Ready To Move,Gottigere,Sklls C,1618.0,3.0,3.0,82.5,3
Super built-up  Area,Ready To Move,Koramangala,Vaanda ,1120.0,2.0,0.0,65.0,2
Super built-up  Area,Ready To Move,Marathahalli,Sutte C,2181.0,3.0,2.0,152.0,4
Super built-up  Area,18-Oct,Bannerghatta Road,DSnjh S,1556.0,2.0,1.0,59.13,3
Super built-up  Area,19-Feb,Bannerghatta Road,Hiatei ,1179.0,2.0,1.0,66.02,2
Super built-up  Area,Ready To Move,Thanisandra,Bhmesy ,1296.0,2.0,2.0,83.0,2
Built-up  Area,Ready To Move,Kaggadasapura,VSomepi,1275.0,2.0,2.0,52.0,2
Super built-up  Area,Ready To Move,Gottigere,Krryll ,1222.0,2.0,1.0,63.0,2
Super built-up  Area,Ready To Move,Electronic City,Palleon,940.0,2.0,1.0,41.0,2
Super built-up  Area,Ready To Move,Thanisandra,MenueNo,1185.0,2.0,2.0,42.6,2
Super built-up  Area,Ready To Move,Tumkur Road,Soite E,1779.0,3.0,2.0,112.0,3
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1615.0,3.0,2.0,59.76,3
Super built-up  Area,Ready To Move,Haralur Road,Zostaa ,1056.0,2.0,1.0,61.0,2
Built-up  Area,Ready To Move,Arekere,Prdowth,920.0,2.0,1.0,40.0,2
Super built-up  Area,Ready To Move,ITI Layout,BMityre,1602.0,2.0,0.0,75.0,3
Built-up  Area,Ready To Move,Kasavanhalli,HMonymp,1717.0,3.0,3.0,99.0,3
Super built-up  Area,18-Jul,Bhoganhalli,Rosha I,2119.0,4.0,3.0,111.0,4
Super built-up  Area,Ready To Move,Vittasandra,Prlla C,1246.0,2.0,1.0,67.3,2
Super built-up  Area,17-Jul,Anandapura,ViensRK,1141.0,2.0,1.0,42.79,2
Super built-up  Area,18-Aug,Chandapura,SuVue S,1025.0,2.0,2.0,27.68,2
Built-up  Area,Ready To Move,Yelahanka New Town,KHatsFl,650.0,1.0,2.0,33.0,1
Super built-up  Area,Ready To Move,Hebbal,Prersis,1349.0,2.0,1.0,98.0,2
Super built-up  Area,Ready To Move,Narayanapura,Veodsar,1566.0,3.0,1.0,83.3,3
Super built-up  Area,Ready To Move,Sahakara Nagar,OsrdsOr,2830.0,3.0,3.0,195.0,4
Super built-up  Area,Ready To Move,Varthur,Hirio L,1091.0,2.0,1.0,34.9,2
Super built-up  Area,Ready To Move,Rachenahalli,Leino C,3670.0,4.0,3.0,300.0,4
Super built-up  Area,20-Dec,Yeshwanthpur,Detat H,1950.0,4.0,0.0,130.0,4
Super built-up  Area,Ready To Move,Yelahanka,Shana S,1705.0,3.0,2.0,95.0,3
Built-up  Area,Ready To Move,Kalyan nagar,Disical,1375.0,3.0,2.0,75.0,3
Super built-up  Area,21-Oct,Kanakpura Road,PrarePa,525.0,1.0,1.0,30.0,1
Super built-up  Area,Ready To Move,Thanisandra,SLaceda,1114.0,2.0,1.0,39.0,2
Super built-up  Area,Ready To Move,7th Phase JP Nagar,Brsiaen,1450.0,2.0,1.0,100.0,3
Built-up  Area,Ready To Move,Hebbal,Ratlet ,1000.0,2.0,2.0,45.0,2
Super built-up  Area,18-Apr,Electronic City,Prarkun,1128.0,2.0,1.0,68.75,2
Super built-up  Area,18-May,Kanakpura Road,Wiowsri,1180.0,2.0,2.0,57.0,2
Super built-up  Area,Ready To Move,Kanakpura Road,PuandHi,1339.0,2.0,3.0,75.0,2
Super built-up  Area,Ready To Move,7th Phase JP Nagar,SrncyRe,1040.0,2.0,1.0,39.52,2
Super built-up  Area,Ready To Move,Sarjapur  Road,Klark L,1691.0,3.0,2.0,113.0,3
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,1075.0,3.0,2.0,36.0,3
Super built-up  Area,22-Dec,Bannerghatta Road,PrarePa,1122.0,2.0,0.0,58.935,2
Super built-up  Area,Ready To Move,Mallasandra,Puestig,1665.0,3.0,2.0,86.58,3
Built-up  Area,Ready To Move,Brookefield,Mapleer,1142.0,2.0,2.0,70.0,2
Super built-up  Area,Ready To Move,Kodbisanhalli,Diacee ,1976.0,3.0,1.0,184.0,3
Super built-up  Area,Ready To Move,Electronics City Phase 1,Shitt S,1175.0,2.0,2.0,51.47,2
Built-up  Area,Ready To Move,Subramanyapura,DSagax ,1200.0,2.0,2.0,52.0,2
Built-up  Area,Ready To Move,Kodichikkanahalli,Prs 2hi,995.0,2.0,1.0,41.0,2
Super built-up  Area,Ready To Move,Magadi Road,Vrenty ,884.0,2.0,1.0,41.1,2
Built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1170.0,2.0,2.0,57.0,2
Super built-up  Area,Ready To Move,KR Puram,LVniaar,1225.0,2.0,1.0,46.55,2
Super built-up  Area,18-Apr,Electronic City,Prarkun,1342.0,2.0,1.0,73.3,2
Built-up  Area,Ready To Move,Kodigehaali,Shyas S,1320.0,3.0,0.0,65.0,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1140.0,2.0,1.0,49.39,2
Super built-up  Area,Ready To Move,Battarahalli,Sancy L,1300.0,2.0,1.0,50.0,2
Super built-up  Area,Ready To Move,Thigalarapalya,Prtanha,2072.0,4.0,2.0,142.0,3
Super built-up  Area,Ready To Move,Electronic City,GMown E,1360.0,2.0,1.0,71.0,3
Super built-up  Area,Ready To Move,Hosur Road,Sueneu ,1145.0,2.0,2.0,60.0,3
Built-up  Area,Ready To Move,Uttarahalli,Laihai ,1540.0,2.0,0.0,40.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,Adeatlm,1278.0,2.0,2.0,95.0,2
Super built-up  Area,18-May,Electronic City Phase II,SNbay G,630.0,1.0,1.0,40.0,1
Super built-up  Area,21-Jan,Kanakpura Road,PrarePa,1100.0,3.0,2.0,58.0,3
Plot  Area,Ready To Move,Bendiganahalli,Brersld,1200.0,3.0,0.0,95.0,3
Super built-up  Area,18-Jun,Chandapura,SuVue S,582.0,1.0,0.0,15.135,1
Super built-up  Area,18-Sep,Chandapura,SunceEs,1015.0,2.0,2.0,25.88,2
Super built-up  Area,Ready To Move,Ferrar Nagar,Leton A,1180.0,2.0,1.0,69.0,2
Super built-up  Area,Ready To Move,Whitefield,Sonviik,1116.0,2.0,3.0,51.91,2
Super built-up  Area,Ready To Move,7th Phase JP Nagar,SrncyRe,1070.0,2.0,1.0,42.79,2
Super built-up  Area,17-Mar,Varthur,Uptusol,1385.0,2.0,3.0,80.0,2
Super built-up  Area,18-Aug,Magadi Road,Vrenty ,1005.0,2.0,1.0,55.78,2
Super built-up  Area,Ready To Move,Green Glen Layout,Soinequ,1575.0,3.0,2.0,125.0,3
Super built-up  Area,Ready To Move,Subramanyapura,Mayne A,975.0,2.0,1.0,65.0,2
Super built-up  Area,Ready To Move,Hennur Road,SaireSa,1904.0,3.0,2.0,120.0,3
Super built-up  Area,21-Dec,Kanakpura Road,PrarePa,525.0,1.0,1.0,26.0,1
Plot  Area,Ready To Move,Electronic City Phase II,Daosts ,2400.0,3.0,1.0,150.0,2
Super built-up  Area,Ready To Move,Harlur,Prncyrn,1174.0,2.0,1.0,69.0,2
Super built-up  Area,Ready To Move,Whitefield,UKe 2nz,2225.0,2.0,1.0,125.0,3
Super built-up  Area,Ready To Move,M.G Road,SontsAp,1250.0,2.0,0.0,200.0,2
Super built-up  Area,Ready To Move,Jigani,DLhtsan,918.0,2.0,2.0,52.0,2
Built-up  Area,Ready To Move,Marathahalli,Foodasa,1170.0,2.0,3.0,53.0,2
Super built-up  Area,Ready To Move,Jakkur,BrdgeNo,1710.0,3.0,2.0,107.0,3
Super built-up  Area,Ready To Move,Kambipura,Prrtht ,1082.0,2.0,1.0,57.5,3
Super built-up  Area,Ready To Move,Horamavu Banaswadi,Asorai ,1554.0,3.0,2.0,55.0,3
Super built-up  Area,18-Dec,Thanisandra,Omter A,1142.0,2.0,0.0,43.415,2
Super built-up  Area,19-Mar,Hosa Road,Skume R,1045.0,2.0,1.0,98.89,2
Super built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,1935.0,4.0,2.0,130.0,3
Super built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1680.0,3.0,2.0,150.0,3
Super built-up  Area,19-Jun,Hebbal,Raard B,2470.0,5.0,2.0,247.0,4
Super built-up  Area,Ready To Move,1st Phase JP Nagar,Prhtsok,2825.0,4.0,3.0,250.0,4
Super built-up  Area,Ready To Move,Hosakerehalli,Taonte ,2480.0,3.0,1.0,330.0,3
Built-up  Area,Ready To Move,Kasavanhalli,Ocrda M,1799.0,3.0,3.0,90.0,3
Built-up  Area,Ready To Move,Attibele,Jae 2hu,400.0,1.0,1.0,11.0,1
Built-up  Area,18-Mar,Kundalahalli,Dieldli,1047.0,2.0,1.0,82.0,2
Super built-up  Area,Ready To Move,Kaverappa Layout,Kesomrn,1282.0,2.0,2.0,87.0,2
Super built-up  Area,Ready To Move,Whitefield,UKe 2nz,1495.0,2.0,1.0,79.5,2
Built-up  Area,Ready To Move,Kasavanhalli,Vaidsi ,3260.0,4.0,1.0,240.0,4
Super built-up  Area,Ready To Move,Koramangala,K ncy R,3500.0,5.0,2.0,425.0,4
Super built-up  Area,Ready To Move,Sahakara Nagar,EsniaGa,1500.0,2.0,2.0,95.0,3
Super built-up  Area,Ready To Move,Uttarahalli,Laihai ,1540.0,3.0,0.0,50.0,3
Super built-up  Area,18-May,Hosa Road,Pamesy ,1639.0,3.0,1.0,80.0,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1303.0,2.0,2.0,55.79,2
Super built-up  Area,Ready To Move,Koramangala,K ncy R,1005.0,1.0,1.0,110.0,2
Super built-up  Area,Ready To Move,Kammasandra,Puitea ,657.0,1.0,0.0,18.41,1
Super built-up  Area,18-Oct,Chandapura,SunceEs,1305.0,3.0,1.0,33.28,3
Super built-up  Area,Ready To Move,Brookefield,Saowson,1440.0,2.0,3.0,68.0,3
Super built-up  Area,Ready To Move,Rajaji Nagar,Brway G,1725.0,3.0,3.0,200.0,3
Super built-up  Area,20-Dec,Varthur,Myple M,1535.0,3.0,2.0,65.99,3
Super built-up  Area,Ready To Move,Devarabisanahalli,Spdoren,1350.0,2.0,3.0,80.0,2
Built-up  Area,Ready To Move,Giri Nagar,Spanda ,650.0,2.0,0.0,42.0,2
Built-up  Area,Ready To Move,Electronics City Phase 1,Shelash,950.0,2.0,3.0,31.0,2
Super built-up  Area,Ready To Move,7th Phase JP Nagar,Vasta C,1190.0,2.0,1.0,49.98,2
Super built-up  Area,Ready To Move,Hennur Road,SaireSa,1891.0,3.0,1.0,109.0,3
Super built-up  Area,18-Jul,Hosa Road,Mahesr ,1161.0,2.0,1.0,55.15,2
Super built-up  Area,Ready To Move,Sarjapur,DSousyl,649.0,1.0,0.0,17.535,1
